employee_id,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,departemen,lama_bekerja_tahun,tipe_perusahaan,status_wfh,jam_kerja_per_hari,jam_lembur_per_hari,jam_tidur_per_hari,kualitas_tidur,frekuensi_olahraga_per_minggu,jam_layar_per_hari,tingkat_stres,kepuasan_kerja,work_life_balance,produktivitas_diri,dukungan_atasan,frekuensi_meeting_per_hari,jumlah_deadline_per_minggu,beban_kerja_persepsi,status_merokok,riwayat_kesehatan_mental,keluhan_fisik_utama,keamanan_pekerjaan,frekuensi_konflik_kerja,tingkat_burnout_label
EMP16763,Laki-laki,27.0,S1,Menikah,Product,0.8,Swasta,Hybrid,9.9,4.0,4.2,3.6,0.8,7.2,8.0,3.0,3.4,4.0,5.0,5.0,5.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,6.2,High
EMP15761,Perempuan,24.0,S2,Menikah,Operations,1.1,Startup,Ya,10.3,3.0,7.0,6.3,5.5,8.0,5.5,5.0,6.6,5.2,6.7,3.0,1.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,4.7,Medium
EMP07428,Laki-laki,19.0,S1,Menikah,Product,5.3,Corporate,Tidak,11.2,1.5,5.5,5.1,2.4,5.7,7.5,5.1,4.7,4.6,3.9,2.0,2.0,Sedang,Ya,Tidak Ada,Tidak Ada,Aman,3.3,Medium
EMP13156,Perempuan,33.0,D3,Menikah,IT,2.8,BUMN,Tidak,11.2,2.6,4.9,3.4,0.0,6.1,7.1,4.2,4.8,3.0,2.0,5.0,3.0,Berat,Tidak,Pernah Depresi,Sakit Kepala,Tidak Aman,8.1,High
EMP16811,Perempuan,26.0,D3,Menikah,HR,1.6,Startup,Tidak,10.4,3.2,4.9,3.4,2.9,6.5,8.0,1.9,2.4,4.2,2.7,5.0,4.0,Sangat Berat,Tidak,Pernah Depresi,Sakit Kepala,Khawatir,5.2,High
EMP11393,Perempuan,26.0,S1,Belum Menikah,Engineering,3.9,Freelance,Tidak,9.2,2.8,5.0,,3.9,13.8,5.8,7.0,4.2,4.9,6.5,3.0,2.0,Berat,Ya,Tidak Ada,Tidak Ada,Cukup Aman,5.4,Medium
EMP15098,Perempuan,30.0,S1,Menikah,Sales,6.3,Freelance,Ya,7.0,1.4,7.5,8.6,5.5,5.0,2.8,7.7,7.0,5.9,7.5,3.0,2.0,Sangat Ringan,Ya,Pernah Depresi,Tidak Ada,,2.0,Low
EMP13286,Laki-laki,32.0,S1,Belum Menikah,HR,2.1,BUMN,Ya,13.5,3.3,3.0,4.5,0.0,2.0,7.8,1.0,2.6,5.4,3.1,5.0,5.0,Sangat Berat,Kadang,Pernah Depresi,Mata Lelah,Khawatir,7.2,High
EMP05694,Perempuan,41.0,SMA/SMK,Belum Menikah,Data,11.7,,Tidak,4.8,0.7,7.1,5.6,2.2,5.9,3.2,7.2,5.0,5.7,5.9,3.0,2.0,Sangat Ringan,Tidak,Pernah Depresi,Tidak Ada,Sangat Aman,1.0,Low
EMP05058,Perempuan,24.0,S2,Belum Menikah,Engineering,10.0,Startup,hybrid,8.7,0.1,7.6,8.5,3.5,6.4,2.1,8.4,6.0,8.5,7.3,3.0,2.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,1.0,Low
EMP12833,Laki-laki,32.0,S2,Menikah,Engineering,3.8,Freelance,Hybrid,9.4,2.9,22.35,5.8,0.0,6.3,9.6,5.8,3.4,3.4,4.4,4.0,6.0,Berat,Ya,Tidak Ada,Nyeri Punggung,Tidak Aman,6.4,High
EMP09207,Perempuan,27.0,S2,Belum Menikah,Sales,2.5,Swasta,Tidak,10.4,1.4,6.5,7.5,2.1,7.0,6.9,4.0,4.9,5.9,4.3,4.0,1.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,5.8,Medium
EMP02379,Laki-laki,29.0,S1,Menikah,Marketing,0.1,Corporate,Ya,10.2,1.9,5.3,4.3,1.8,8.8,8.0,2.0,,4.7,,5.0,7.0,Sangat Berat,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,7.4,High
EMP05012,Laki-laki,43.0,S1,Menikah,HR,2.6,Freelance,Tidak,7.8,0.9,8.1,9.8,3.4,6.7,3.4,6.2,8.5,6.8,7.5,2.0,2.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2.6,Low
EMP13789,Laki-laki,18.0,S2,Belum Menikah,Engineering,0.3,Freelance,Ya,6.7,0.0,7.2,7.6,3.9,6.2,4.3,7.3,6.0,7.2,5.7,0.0,3.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.3,Low
EMP14651,,33.0,SMA/SMK,Menikah,HR,3.3,Startup,Tidak,8.0,0.0,9.4,5.8,3.8,7.3,5.8,7.8,7.9,6.9,7.0,0.0,0.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2.5,Low
EMP13603,Laki-laki,29.0,S1,Menikah,Finance,1.1,Startup,Tidak,10.7,1.6,7.1,5.3,2.0,7.1,6.0,6.5,3.2,5.3,6.1,3.0,2.0,Sedang,Ya,Pernah Depresi,Nyeri Punggung,Tidak Aman,1.6,Medium
EMP09944,Laki-laki,36.0,S2,Belum Menikah,Data,0.3,Startup,Tidak,9.8,1.2,6.7,6.2,2.2,6.0,3.9,4.3,4.4,7.0,5.6,5.0,4.0,Sedang,Kadang,Tidak Ada,Sakit Kepala,Tidak Aman,5.7,Medium
EMP14877,Laki-laki,27.0,D3,Menikah,Finance,0.9,Startup,Tidak,7.5,0.1,10.0,10.0,4.7,9.2,4.7,8.5,9.4,8.5,7.6,0.0,1.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,2.7,Low
EMP05782,Perempuan,32.0,S2,Belum Menikah,Data,1.8,Freelance,Ya,7.9,1.0,5.1,4.1,0.0,9.1,6.8,5.9,6.1,6.3,,3.0,3.0,Ringan,Tidak,Tidak Ada,tidak ada,Aman,3.6,Medium
EMP13718,Perempuan,20.0,S1,Menikah,Operations,8.1,Corporate,Tidak,9.3,0.6,6.9,4.9,2.5,2.8,3.7,5.2,3.5,4.9,5.5,5.0,3.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,4.3,Medium
EMP09648,Laki-laki,22.0,D3,Menikah,Operations,1.6,Freelance,Tidak,7.1,1.3,6.5,6.2,3.9,8.3,4.2,10.0,6.6,7.3,5.5,3.0,1.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,1.0,Low
EMP02388,Laki-laki,29.0,S1,Belum Menikah,IT,0.7,,Hybrid,11.7,2.5,5.0,5.5,0.4,9.4,9.5,4.0,8.06,2.3,2.4,4.0,5.0,Sedang,Ya,Tidak Ada,Kelelahan,Tidak Aman,7.3,High
EMP06161,Perempuan,27.0,S1,Menikah,Sales,1.0,Corporate,Tidak,7.4,1.2,5.5,5.1,2.3,7.4,6.8,4.7,4.6,6.3,5.6,3.0,2.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,4.5,Medium
EMP14291,Laki-laki,36.0,SMA/SMK,Belum Menikah,Operations,1.5,BUMN,Tidak,14.0,4.3,4.5,4.0,0.7,7.0,7.8,2.4,3.4,6.4,4.0,4.0,5.0,Sangat Berat,Kadang,Tidak Ada,Sakit Kepala,Khawatir,5.3,High
EMP11898,Laki-laki,22.0,S1,Menikah,Operations,2.0,BUMN,Hybrid,8.0,0.0,6.6,7.4,1.9,6.8,3.8,8.2,7.0,8.0,6.7,2.0,1.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.0,Low
EMP06844,Perempuan,33.0,SMA/SMK,Menikah,Operations,1.1,Swasta,Tidak,12.1,3.5,4.5,3.9,3.1,8.6,10.0,2.5,1.8,4.0,4.7,6.0,4.0,Sangat Berat,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,7.8,High
EMP01811,Laki-laki,25.0,S1,Menikah,Operations,0.8,Corporate,Tidak,6.8,0.8,8.0,7.7,4.1,7.4,2.7,7.9,10.0,9.2,5.0,2.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.9,Low
EMP13394,Laki-laki,27.0,S1,Belum Menikah,Marketing,0.8,BUMN,Ya,9.5,3.0,5.5,5.4,4.0,7.7,5.5,5.2,4.5,6.6,4.3,3.0,3.0,Sedang,Kadang,Tidak Ada,Sakit Kepala,Cukup Aman,5.7,Medium
EMP07595,Laki-laki,38.0,S1,Belum Menikah,Operations,3.2,BUMN,Tidak,7.2,0.0,7.4,6.0,4.1,6.5,2.3,8.9,7.9,7.2,7.3,5.0,0.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,1.8,Low
EMP08458,Perempuan,37.0,S1,Menikah,Operations,1.6,Startup,Tidak,12.0,2.5,3.4,1.2,0.0,7.1,8.0,1.8,4.1,5.9,4.0,6.0,,Sangat Berat,Tidak,Tidak Ada,Kelelahan,Cukup Aman,7.1,High
EMP06109,Laki-laki,23.0,S1,Menikah,Sales,2.1,BUMN,Ya,8.7,4.5,7.2,6.2,1.8,12.0,7.3,3.3,6.6,4.9,4.9,2.0,3.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,7.2,Medium
EMP03036,Perempuan,27.0,D3,Menikah,Sales,17.7,BUMN,Hybrid,6.9,,8.1,6.6,4.6,7.1,4.1,8.7,N/A,6.1,7.9,0.0,0.0,Ringan,Ya,Tidak Ada,Tidak Ada,Aman,2.7,Low
EMP12907,Perempuan,35.0,S1,Menikah,HR,0.1,Freelance,Hybrid,10.5,2.8,6.2,4.4,2.6,9.9,5.7,3.0,5.2,3.8,1.9,4.0,5.0,Sedang,Tidak,Kecemasan,Kelelahan,Tidak Aman,5.3,High
EMP15131,Laki-laki,29.0,S1,Belum Menikah,Engineering,1.0,Startup,Ya,9.2,0.5,8.5,8.9,3.4,7.4,3.2,8.9,,8.4,10.0,1.0,0.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.0,Low
EMP02434,Laki-laki,108.03,S1,Menikah,IT,2.1,Startup,Tidak,10.4,3.2,6.5,4.2,0.0,8.7,7.8,1.2,2.4,4.2,5.1,3.0,5.0,Sangat Berat,Kadang,Kecemasan,Kelelahan,Cukup Aman,6.0,High
EMP07837,,20.0,S1,Belum Menikah,Engineering,3.6,Swasta,Tidak,11.9,2.1,4.7,4.3,0.0,9.8,7.8,1.4,3.4,4.9,3.6,6.0,5.0,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Khawatir,5.5,High
EMP05620,Perempuan,21.0,S2,Belum Menikah,Engineering,1.3,Swasta,Tidak,7.2,0.5,8.2,7.2,4.4,6.0,4.7,7.4,6.9,9.1,7.3,0.0,0.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,2.5,Low
EMP14122,Laki-laki,33.0,S2,Menikah,Finance,1.3,Freelance,Ya,8.6,1.3,6.0,2.9,4.6,5.9,6.4,4.9,4.8,6.7,4.5,2.0,1.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,5.4,Medium
EMP08567,Perempuan,30.0,S2,Belum Menikah,IT,0.4,Freelance,Ya,11.2,2.0,6.1,7.0,0.6,,5.5,7.2,4.4,6.3,5.3,3.0,3.0,Ringan,Ya,Pernah Depresi,Sakit Kepala,Aman,5.1,Medium
EMP17706,Laki-laki,39.0,S2,Belum Menikah,HR,3.3,Startup,Ya,9.4,1.7,5.0,6.2,2.6,7.9,8.1,5.2,3.8,6.6,5.6,2.0,2.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,3.8,Medium
EMP06919,Perempuan,27.0,S2,Menikah,HR,0.1,Startup,Hybrid,9.0,1.4,5.8,5.0,1.7,6.4,7.2,4.9,7.2,5.4,6.0,3.0,4.0,Sedang,Ya,Tidak Ada,Sakit Kepala,,4.1,Medium
EMP00640,Perempuan,26.0,S1,Belum Menikah,Sales,5.4,Swasta,Ya,8.9,0.0,9.9,6.9,4.0,9.8,3.2,7.4,7.2,6.4,6.7,1.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.6,Low
EMP06216,Laki-laki,19.0,SMA/SMK,Menikah,Product,0.7,Corporate,Tidak,9.2,1.8,5.7,5.9,2.0,6.7,4.4,,5.6,6.3,4.8,3.0,2.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,7.3,Medium
EMP05654,Laki-laki,29.0,S2,Menikah,Marketing,5.7,BUMN,Tidak,9.4,1.0,6.1,4.4,2.3,7.5,6.7,5.3,5.6,4.6,7.8,4.0,2.0,Berat,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,5.0,Medium
EMP07607,Laki-laki,22.0,S1,Menikah,IT,0.9,Corporate,TIDAK,6.9,0.7,8.7,8.1,3.0,10.5,4.2,6.8,5.5,8.0,8.2,2.0,1.0,Ringan,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,1.0,Low
EMP17796,Perempuan,32.0,S1,Belum Menikah,Marketing,2.2,Startup,Hybrid,12.0,4.0,3.8,3.8,1.8,9.3,5.6,1.0,5.2,5.7,4.2,5.0,4.0,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7.2,High
EMP16484,Laki-laki,23.0,S1,Menikah,IT,1.7,Swasta,Tidak,11.1,3.0,5.2,2.9,2.4,4.2,7.8,2.4,5.1,3.7,4.1,6.0,4.0,Sangat Berat,Ya,Tidak Ada,Sakit Kepala,Khawatir,5.6,High
EMP03068,Laki-laki,25.0,S1,Belum Menikah,Marketing,4.7,Corporate,Ya,10.5,0.2,6.3,3.8,2.9,11.7,6.5,6.0,5.3,6.0,7.0,3.0,2.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,6.9,Medium
EMP13004,Laki-laki,22.0,S1,Belum Menikah,HR,0.7,Corporate,Tidak,8.6,2.0,6.1,3.8,1.0,7.3,5.5,5.8,4.3,5.4,3.3,4.0,1.0,Berat,Tidak,Pernah Depresi,Sakit Kepala,Aman,4.2,Medium
EMP07034,Perempuan,19.0,SMA/SMK,Belum Menikah,IT,0.7,Startup,Tidak,8.2,0.5,7.7,5.8,5.5,6.8,3.7,7.1,8.4,5.2,8.2,1.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.5,Low
EMP13064,Perempuan,18.0,S1,Menikah,Data,0.6,Startup,Tidak,11.9,1.3,7.4,7.0,2.6,11.5,6.6,4.5,5.1,5.1,4.9,3.0,2.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,7.0,Medium
EMP13987,Laki-laki,18.0,D3,Belum Menikah,Marketing,0.5,Startup,Ya,8.0,0.0,7.3,6.4,3.1,11.5,2.2,8.6,8.4,6.4,6.8,3.0,0.0,Sangat Ringan,Ya,Tidak Ada,Tidak Ada,Cukup Aman,1.0,Low
EMP05603,Laki-laki,24.0,D3,Menikah,Marketing,3.6,BUMN,Ya,13.1,2.4,4.4,4.2,0.0,10.3,8.0,3.6,3.1,2.9,5.7,6.0,5.0,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7.7,High
EMP00787,Perempuan,34.0,S2,Menikah,Engineering,5.29,Startup,Tidak,10.7,3.1,6.6,4.6,1.8,6.3,8.0,3.0,1.6,3.5,4.4,2.0,5.0,Sangat Berat,Tidak,Kecemasan,Nyeri Punggung,Cukup Aman,4.7,High
EMP06123,Laki-laki,32.0,S2,Menikah,HR,0.3,BUMN,Ya,7.2,0.0,6.4,5.8,2.9,8.8,4.3,9.2,5.7,8.2,5.4,0.0,3.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,3.7,Low
EMP17332,Laki-laki,36.0,D3,Menikah,Operations,2.2,Corporate,Hybrid,11.2,2.3,4.4,2.9,0.0,9.2,7.3,2.9,1.4,3.4,3.5,5.0,5.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,8.5,High
EMP11189,Perempuan,29.0,S1,Belum Menikah,Finance,7.1,BUMN,Tidak,7.8,2.3,7.1,4.8,1.2,10.8,4.6,5.2,7.7,5.7,5.6,2.0,2.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,4.4,Medium
EMP04064,Laki-laki,24.0,S2,Menikah,Marketing,1.0,Freelance,Ya,9.5,1.9,6.2,4.7,2.3,6.4,6.9,3.2,7.9,5.7,5.7,4.0,3.0,Ringan,Ya,Tidak Ada,Tidak Ada,Tidak Aman,4.1,Medium
EMP14532,Perempuan,36.0,S1,Belum Menikah,IT,5.0,Freelance,Ya,8.1,0.5,6.6,8.7,4.7,12.5,2.9,4.8,7.0,6.1,7.6,1.0,1.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Sangat Aman,1.3,Low
EMP17858,Laki-laki,25.0,S1,Menikah,HR,3.3,Freelance,Ya,9.2,0.3,5.3,4.2,2.1,10.5,6.7,5.4,6.3,5.8,4.0,3.0,2.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,6.1,Medium
EMP14486,Laki-laki,26.0,S1,Belum Menikah,Sales,3.8,BUMN,Hybrid,10.3,0.6,8.1,4.7,2.8,10.8,7.2,1.8,5.0,5.6,,5.0,4.0,Berat,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,3.1,Medium
EMP17157,Laki-laki,31.0,S1,Menikah,Finance,0.5,Freelance,Tidak,,0.0,8.0,4.9,4.6,5.3,2.9,7.1,7.7,8.3,6.4,3.0,2.0,Ringan,Kadang,Pernah Depresi,Tidak Ada,Cukup Aman,2.6,Low
EMP11270,Perempuan,22.0,S1,Menikah,HR,2.3,Startup,Ya,12.6,2.8,5.0,2.4,3.4,2.0,7.5,5.5,3.6,4.7,3.3,6.0,4.0,Berat,Kadang,Kecemasan,Mata Lelah,Khawatir,8.7,High
EMP13473,Perempuan,27.0,S1,Belum Menikah,IT,1.5,Corporate,Ya,11.0,2.6,4.5,4.4,2.3,7.6,7.9,5.5,3.6,3.8,3.0,5.0,5.0,Berat,Tidak,Pernah Depresi,Sakit Kepala,Tidak Aman,7.6,High
EMP17538,Laki-laki,41.0,D3,Menikah,Sales,0.5,Swasta,Hybrid,7.7,1.9,4.7,4.2,2.9,6.1,5.3,5.4,5.9,8.1,4.6,1.0,1.0,Ringan,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,4.4,Medium
EMP08437,Perempuan,30.0,S2,Belum Menikah,Finance,3.7,,Tidak,7.3,0.3,6.2,7.0,3.2,6.8,2.8,8.6,5.8,6.5,8.2,2.0,0.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,2.7,Low
EMP04192,Perempuan,28.0,S2,Belum Menikah,Engineering,0.3,Freelance,Tidak,12.2,11.81,6.6,3.2,1.5,9.4,7.4,2.5,3.3,4.3,5.0,4.0,6.0,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7.5,High
EMP02449,Laki-laki,28.0,S2,Menikah,HR,7.1,Corporate,Ya,12.1,4.4,5.7,4.2,0.2,11.1,8.2,3.8,2.4,,4.2,7.0,5.0,Berat,Kadang,Tidak Ada,Sakit Kepala,Khawatir,8.1,High
EMP04854,Perempuan,31.0,S1,Menikah,IT,2.2,Swasta,Tidak,8.5,1.6,6.9,3.6,2.3,9.9,6.8,4.3,6.4,5.4,6.8,3.0,2.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,4.0,Medium
EMP14874,Laki-laki,22.0,S2,Belum Menikah,Engineering,2.2,Swasta,Ya,7.3,1.5,5.9,6.4,2.3,7.2,4.9,5.8,,8.3,6.1,1.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.1,Low
EMP04396,Laki-laki,30.0,S2,Menikah,Marketing,0.3,Swasta,Tidak,9.2,1.8,4.4,5.1,2.3,6.0,5.2,4.5,3.3,7.6,7.0,5.0,3.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,5.7,Medium
EMP02288,Laki-laki,31.0,S1,Menikah,Data,1.5,Corporate,Tidak,,2.2,4.5,4.7,0.9,6.4,8.4,1.9,2.8,5.5,3.8,4.0,3.0,Sedang,Ya,Kecemasan,Mata Lelah,Cukup Aman,8.2,High
EMP16821,Laki-laki,25.0,D3,Menikah,Operations,4.9,Startup,Tidak,9.4,1.9,6.1,4.2,4.0,10.6,5.8,5.5,7.1,4.1,2.8,3.0,3.0,Sedang,Kadang,Pernah Depresi,Tidak Ada,Tidak Aman,4.2,Medium
EMP00098,Laki-laki,21.0,SMA/SMK,Belum Menikah,Finance,0.1,Swasta,Hybrid,8.2,1.8,6.5,8.6,3.2,8.3,3.2,5.2,7.8,8.5,5.4,2.0,0.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.0,Low
EMP10833,Laki-laki,31.0,S2,Belum Menikah,Operations,0.1,Swasta,Ya,8.2,0.0,8.4,8.4,3.3,10.6,4.0,7.6,7.2,6.7,7.3,1.0,1.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.4,Low
EMP17826,Laki-laki,24.0,D3,Belum Menikah,Product,0.1,Corporate,Tidak,8.4,0.0,7.6,6.8,3.1,8.9,2.5,8.6,6.4,5.9,7.3,2.0,2.0,Ringan,Kadang,Tidak Ada,Sakit Kepala,Aman,1.0,Low
EMP08409,Laki-laki,34.0,S2,Menikah,Data,3.3,Corporate,Ya,8.2,0.8,7.3,5.8,3.7,8.0,3.5,5.7,10.0,10.0,8.0,3.0,2.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP06104,Laki-laki,23.0,S1,Belum Menikah,Sales,2.0,Corporate,Hybrid,9.5,0.3,7.1,8.5,3.2,9.8,4.5,7.3,6.9,6.7,8.2,1.0,1.0,Ringan,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,8.15,Low
EMP13278,Laki-laki,26.0,S2,Belum Menikah,Finance,9.3,BUMN,Ya,9.7,1.2,5.4,3.7,2.4,7.3,5.9,5.0,4.0,7.1,8.3,3.0,2.0,Sedang,Tidak,Tidak Ada,Nyeri Punggung,CUKUP AMAN,4.5,Medium
EMP03387,Perempuan,27.0,S2,Menikah,IT,10.5,Swasta,Ya,28.52,0.1,7.5,8.5,3.0,6.7,3.2,6.5,7.8,7.5,7.5,1.0,0.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,,Low
EMP07655,Perempuan,28.0,S1,Menikah,marketing,4.1,Freelance,Tidak,13.2,2.4,4.7,4.5,2.2,8.1,8.8,3.5,1.3,4.5,1.6,5.0,3.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,8.0,High
EMP10121,Laki-laki,22.0,s2,Belum Menikah,Operations,0.2,Startup,Tidak,9.6,2.8,5.0,4.6,1.5,10.4,10.0,3.8,,5.4,4.5,6.0,4.0,Berat,Kadang,Kecemasan,Sakit Kepala,Tidak Aman,6.8,High
EMP10311,Laki-laki,34.0,S2,Belum Menikah,Operations,3.9,BUMN,Hybrid,7.3,0.5,6.5,6.9,2.3,5.3,3.0,7.2,5.8,6.0,7.6,1.0,0.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP16056,Perempuan,32.0,S1,Menikah,Engineering,3.7,BUMN,Ya,14.0,2.7,4.3,2.6,2.0,7.4,,2.6,2.2,3.5,2.8,5.0,4.0,Sedang,Tidak,Kecemasan,Kelelahan,Tidak Aman,7.4,High
EMP04201,Perempuan,30.0,SMA/SMK,Belum Menikah,Data,0.7,Startup,Tidak,,1.2,6.0,5.1,0.5,6.8,7.0,6.4,2.9,4.6,2.5,5.0,5.0,Sangat Berat,Tidak,Pernah Depresi,Mata Lelah,Cukup Aman,7.0,High
EMP10465,Laki-laki,25.0,S1,Menikah,Finance,0.5,Startup,Ya,13.0,1.9,5.6,3.8,0.8,7.5,8.0,3.2,3.9,4.3,2.6,5.0,3.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Khawatir,6.8,High
EMP11821,Laki-laki,32.0,SMA/SMK,Belum Menikah,Finance,1.0,Startup,Ya,8.1,0.6,6.9,9.3,3.7,8.6,tidak tahu,8.9,9.6,7.8,5.9,1.0,0.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,3.7,Low
EMP07074,Perempuan,33.0,SMA/SMK,Menikah,Product,0.4,Swasta,Hybrid,10.9,3.7,5.0,2.0,1.8,9.4,7.1,3.5,1.8,5.7,3.6,6.0,4.0,Sangat Berat,Tidak,Tidak Ada,Kelelahan,Cukup Aman,4.4,High
EMP15532,Laki-laki,31.0,SMA/SMK,Belum Menikah,Data,0.6,Swasta,Tidak,12.4,13.53,5.2,4.0,0.0,7.1,9.1,3.5,1.1,6.2,3.4,5.0,3.0,Sangat Berat,Tidak,Kecemasan,Sakit Kepala,Tidak Aman,5.5,High
EMP17721,Perempuan,30.0,SMA/SMK,Menikah,Operations,0.2,Corporate,Tidak,54.24,2.0,-,6.5,2.3,7.5,5.4,6.4,5.8,2.5,2.6,3.0,2.0,Ringan,Kadang,Tidak Ada,SAKIT KEPALA,Aman,6.1,Medium
EMP06368,Perempuan,26.0,S2,Belum Menikah,Operations,4.5,Corporate,Ya,7.3,0.0,7.2,7.4,3.0,7.4,3.3,7.2,7.6,8.1,8.5,2.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2.0,Low
EMP08739,Perempuan,35.0,,Menikah,Data,0.8,Corporate,Hybrid,11.9,2.8,4.7,3.3,1.5,9.3,8.8,1.7,4.4,5.4,5.4,6.0,4.0,Berat,Kadang,Tidak Ada,Mata Lelah,Tidak Aman,6.0,High
EMP13210,Laki-laki,24.0,S1,Belum Menikah,,0.2,BUMN,Ya,11.5,4.4,5.3,2.6,1.7,7.6,9.5,1.6,3.9,4.2,2.8,3.0,6.0,Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,6.9,High
EMP08417,Perempuan,40.0,S2,Belum Menikah,Sales,6.6,Startup,,8.1,0.0,7.0,7.2,3.4,8.3,3.2,6.3,6.7,6.8,8.2,1.0,3.0,Sangat Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,1.2,Low
EMP12704,Laki-laki,23.0,S2,Menikah,Product,4.6,Startup,Ya,12.3,,5.0,4.5,0.0,8.9,7.8,2.5,2.9,3.1,4.6,2.0,6.0,Sangat Berat,Ya,Tidak Ada,Nyeri Punggung,Tidak Aman,7.2,High
EMP15586,Perempuan,42.0,SMA/SMK,Belum Menikah,Engineering,0.7,BUMN,Hybrid,12.0,3.3,4.4,5.6,1.6,8.1,8.4,1.6,1.4,4.7,2.3,5.0,4.0,Sangat Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,6.5,High
EMP05784,Perempuan,31.0,S1,Belum Menikah,IT,1.9,Swasta,Hybrid,7.5,0.0,8.2,6.9,4.8,7.4,3.5,7.2,7.6,5.2,7.1,2.0,1.0,Ringan,Ya,Pernah Depresi,Tidak Ada,Aman,1.8,Low
EMP15561,Laki-laki,23.0,S2,Menikah,Marketing,3.9,Swasta,Tidak,7.8,1.4,6.7,5.7,2.4,11.8,6.6,4.6,5.5,3.5,6.9,3.0,4.0,Sedang,Ya,Tidak Ada,Tidak Ada,Cukup Aman,6.0,Medium
EMP16212,Laki-laki,26.0,S1,Belum Menikah,Product,1.9,Freelance,Ya,6.3,0.0,8.8,8.2,1.7,8.9,4.3,8.7,9.1,8.4,8.0,0.0,0.0,Sangat Ringan,Kadang,Pernah Depresi,Tidak Ada,Sangat Aman,1.6,Low
