jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,departemen,lama_bekerja_tahun,tipe_perusahaan,status_wfh,jam_kerja_per_hari,jam_lembur_per_hari,jam_tidur_per_hari,kualitas_tidur,frekuensi_olahraga_per_minggu,jam_layar_per_hari,tingkat_stres,kepuasan_kerja,work_life_balance,produktivitas_diri,dukungan_atasan,frekuensi_meeting_per_hari,jumlah_deadline_per_minggu,beban_kerja_persepsi,status_merokok,riwayat_kesehatan_mental,keluhan_fisik_utama,keamanan_pekerjaan,frekuensi_konflik_kerja,tingkat_burnout_label
Laki-laki,26,S2,Menikah,Finance,3,Freelance,Tidak,8,0,8,7,5,6,3,8,6,7,5,1,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3,Low
Laki-laki,32,S1,Menikah,Marketing,2,BUMN,Ya,11,4,4,2,2,7,8,2,6,4,2,5,3,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,7,High
Laki-laki,21,S1,Menikah,Data,10,Startup,Ya,9,0,8,7,2,7,6,7,7,7,4,5,2,Ringan,Tidak,Pernah Depresi,Tidak Ada,Tidak Aman,3,Medium
Laki-laki,26,D3,Belum Menikah,Operations,2,Swasta,Tidak,7,1,8,8,3,11,4,8,6,6,6,1,2,Ringan,Ya,Tidak Ada,Sakit Kepala,Aman,1,Low
Laki-laki,28,S1,Menikah,Data,0,Swasta,Ya,11,3,6,4,1,6,9,3,2,5,3,2,5,Berat,Tidak,Tidak Ada,Mata Lelah,Cukup Aman,7,High
Perempuan,29,S1,Menikah,Data,1,BUMN,Ya,9,5,5,4,2,10,10,2,2,4,4,6,3,Sangat Berat,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,8,High
Perempuan,27,S1,Belum Menikah,Hr,0,Freelance,Ya,10,3,8,7,3,7,5,5,6,5,6,1,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,5,Medium
Perempuan,26,S2,Menikah,Operations,1,BUMN,Hybrid,7,0,8,6,3,10,3,8,8,8,7,3,0,Sedang,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,2,Low
Perempuan,27,S1,Menikah,Hr,8,Startup,Ya,11,4,6,5,2,2,9,2,5,4,3,4,6,Berat,Tidak,Kecemasan,Mata Lelah,Tidak Aman,8,High
Laki-laki,30,S2,Belum Menikah,Data,0,BUMN,Ya,10,2,4,4,2,9,3,7,7,4,7,15,3,Sedang,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,6,Medium
Laki-laki,24,S2,Menikah,Data,1,Freelance,Tidak,10,4,5,4,2,8,8,3,1,4,3,4,4,Sangat Berat,Ya,Pernah Depresi,Sakit Kepala,Tidak Aman,5,High
Laki-laki,24,D3,Belum Menikah,Hr,1,BUMN,Ya,10,3,4,4,1,8,9,4,3,5,3,4,4,Sangat Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,7,High
Perempuan,23,S1,Menikah,Engineering,2,BUMN,Tidak,8,1,6,6,2,10,6,5,3,8,7,4,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,6,Medium
Laki-laki,24,S1,Menikah,Engineering,12,Freelance,Ya,10,2,7,6,3,10,5,6,6,8,4,1,3,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,28,S1,Menikah,Product,4,Freelance,Ya,6,0,6,9,6,9,2,9,8,8,6,2,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,3,Low
Laki-laki,30,S2,Menikah,Product,3,Swasta,Ya,11,2,6,4,1,7,10,4,3,3,2,4,4,Berat,Kadang,Kecemasan,Mata Lelah,Tidak Aman,8,High
Laki-laki,41,S2,Menikah,Product,4,Startup,Hybrid,12,2,3,5,0,8,8,4,3,4,6,7,5,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,8,High
Perempuan,27,S1,Menikah,Operations,3,Swasta,Hybrid,8,0,9,7,4,9,3,10,7,8,9,0,3,Ringan,Ya,Tidak Ada,Tidak Ada,Sangat Aman,2,Low
Laki-laki,31,S1,Belum Menikah,Operations,3,BUMN,Tidak,6,0,7,6,4,8,3,6,5,8,6,0,1,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,2,Low
Laki-laki,23,S1,Belum Menikah,Marketing,0,Startup,Tidak,11,2,4,2,1,9,9,2,3,3,2,4,5,Berat,Tidak,Kecemasan,Sakit Kepala,Cukup Aman,8,High
Perempuan,44,S2,Belum Menikah,Engineering,1,BUMN,Ya,11,3,3,5,1,8,8,3,6,4,3,4,4,Sangat Berat,Tidak,Pernah Depresi,Sakit Kepala,Tidak Aman,8,High
Laki-laki,24,S2,Menikah,Operations,0,Startup,Ya,10,1,5,5,1,8,7,4,4,7,7,4,1,Berat,Tidak,Tidak Ada,Tidak Ada,Aman,5,Medium
Laki-laki,23,S1,Menikah,Finance,0,Freelance,Ya,12,2,4,4,0,8,6,2,6,6,5,5,3,Berat,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,7,High
Perempuan,24,D3,Menikah,Product,2,Swasta,Tidak,11,3,5,4,1,12,10,6,1,3,4,5,4,Sangat Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,9,High
Perempuan,33,S1,Belum Menikah,Finance,2,Startup,Hybrid,7,0,7,9,5,8,4,8,6,6,4,1,0,Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,3,Low
Perempuan,23,D3,Belum Menikah,Finance,1,Freelance,Ya,10,2,7,4,1,9,7,5,4,6,5,1,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,3,Medium
Perempuan,24,S1,Belum Menikah,Engineering,12,Swasta,Tidak,8,2,6,8,2,11,7,6,4,3,4,1,4,Sedang,Kadang,Pernah Depresi,Tidak Ada,Cukup Aman,4,Medium
Perempuan,30,S1,Menikah,Engineering,8,Swasta,Tidak,10,3,6,6,0,11,4,6,8,6,6,4,3,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,5,Medium
Laki-laki,24,S1,Menikah,Marketing,4,Freelance,Ya,9,2,5,5,1,7,8,1,5,5,4,4,5,Sangat Berat,Ya,Tidak Ada,Mata Lelah,Cukup Aman,7,High
Laki-laki,28,S1,Menikah,Marketing,0,Freelance,Ya,11,4,6,6,2,3,6,5,2,5,6,4,7,Berat,Ya,Tidak Ada,Nyeri Punggung,Tidak Aman,6,High
Laki-laki,32,S1,Belum Menikah,Marketing,6,Swasta,Hybrid,13,4,7,6,1,10,9,3,4,2,6,5,2,Sangat Berat,Kadang,Kecemasan,Nyeri Punggung,Cukup Aman,8,High
Perempuan,37,D3,Belum Menikah,Engineering,2,BUMN,Tidak,10,2,6,4,2,8,5,7,7,3,7,2,5,Sedang,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,5,Medium
Laki-laki,25,S2,Belum Menikah,It,5,BUMN,Ya,9,2,6,6,2,8,5,7,4,6,4,2,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,6,Medium
Perempuan,18,D3,Menikah,Data,15,BUMN,Tidak,9,3,4,5,0,7,8,2,3,4,4,7,4,Sangat Berat,Kadang,Tidak Ada,Mata Lelah,Tidak Aman,7,High
Perempuan,24,S2,Menikah,Finance,3,BUMN,Ya,13,3,4,5,3,7,10,5,3,2,5,7,3,Sangat Berat,Ya,Pernah Depresi,Kelelahan,Cukup Aman,6,High
Perempuan,32,S1,Menikah,Data,5,Startup,Tidak,9,0,8,7,4,13,4,7,9,7,7,2,0,Ringan,Ya,Tidak Ada,Tidak Ada,Cukup Aman,2,Low
Perempuan,24,S1,Menikah,Operations,5,Startup,Ya,11,2,5,5,1,10,8,5,4,4,2,5,4,Sedang,Tidak,Pernah Depresi,Sakit Kepala,Tidak Aman,7,High
Perempuan,32,S1,Menikah,Hr,1,BUMN,Ya,11,3,6,2,0,10,8,4,2,5,5,2,4,Sangat Berat,Ya,Pernah Depresi,Kelelahan,Cukup Aman,7,High
Laki-laki,33,D3,Menikah,Sales,0,BUMN,Tidak,8,2,6,4,1,7,8,5,5,6,8,4,2,Ringan,Kadang,Tidak Ada,Tidak Ada,Tidak Aman,6,Medium
Laki-laki,30,D3,Belum Menikah,Finance,9,BUMN,Tidak,11,2,7,7,3,9,7,7,5,7,4,3,2,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,3,Medium
Perempuan,33,S2,Menikah,Data,1,Swasta,Tidak,14,4,5,3,1,7,8,3,3,4,2,6,7,Sangat Berat,Ya,Kecemasan,Nyeri Punggung,Cukup Aman,6,High
Perempuan,27,S1,Belum Menikah,It,1,Startup,Tidak,11,4,6,3,3,6,8,10,3,3,4,6,4,Berat,Ya,Tidak Ada,Kelelahan,Cukup Aman,7,High
Laki-laki,30,S2,Belum Menikah,Sales,8,Startup,Tidak,10,1,6,5,2,6,7,4,6,7,6,4,4,Sedang,Kadang,Pernah Depresi,Tidak Ada,Aman,5,Medium
Laki-laki,33,S2,Menikah,Product,8,Startup,Tidak,8,0,7,6,4,10,5,6,7,6,6,2,1,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1,Low
Perempuan,47,S1,Belum Menikah,Finance,2,Freelance,Hybrid,10,1,6,7,1,8,4,7,7,6,7,3,3,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,4,Medium
Perempuan,33,D3,Menikah,Engineering,3,Freelance,Tidak,12,4,5,3,1,8,8,3,3,4,2,4,5,Sangat Berat,Kadang,Tidak Ada,Sakit Kepala,Tidak Aman,9,High
Laki-laki,27,S1,Menikah,Sales,2,Startup,Hybrid,12,4,4,3,1,10,8,6,1,3,2,3,5,Sangat Berat,Tidak,Tidak Ada,Kelelahan,Tidak Aman,6,High
Laki-laki,24,S1,Menikah,Marketing,6,Swasta,Hybrid,11,2,4,5,1,5,8,5,4,4,2,5,5,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Tidak Aman,4,High
Laki-laki,19,S1,Belum Menikah,Sales,2,BUMN,Hybrid,8,0,8,7,5,8,6,7,9,6,7,3,0,Ringan,Ya,Tidak Ada,Tidak Ada,Aman,1,Low
Perempuan,30,S1,Menikah,Engineering,1,Startup,Tidak,6,0,6,10,4,7,2,6,8,6,6,2,0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Aman,4,Low
Perempuan,38,S2,Menikah,It,2,Freelance,Hybrid,10,1,7,5,2,9,7,4,7,8,5,4,3,Berat,Kadang,Tidak Ada,Nyeri Punggung,Aman,5,Medium
Laki-laki,29,S1,Belum Menikah,Data,3,Swasta,Hybrid,13,3,4,2,2,10,7,3,5,2,3,4,6,Berat,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,4,High
Laki-laki,29,S1,Belum Menikah,It,3,BUMN,Tidak,8,0,8,6,3,5,4,7,7,7,7,1,0,Sedang,Ya,Tidak Ada,Tidak Ada,Cukup Aman,2,Low
Perempuan,33,S1,Belum Menikah,Data,1,Startup,Tidak,8,0,8,5,3,8,5,9,8,6,6,1,0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Sangat Aman,1,Low
Perempuan,41,S1,Belum Menikah,Product,2,BUMN,Tidak,10,3,6,4,2,6,8,3,3,5,3,4,4,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,6,High
Laki-laki,23,S2,Belum Menikah,Finance,4,BUMN,Hybrid,8,1,6,7,3,7,2,9,8,5,8,2,1,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,2,Low
Laki-laki,35,D3,Belum Menikah,Marketing,3,BUMN,Ya,7,0,6,7,4,10,1,10,6,7,7,0,0,Ringan,Ya,Tidak Ada,Tidak Ada,Aman,3,Low
Laki-laki,31,S1,Menikah,Product,2,Swasta,Ya,8,0,9,7,4,9,5,8,8,8,7,0,2,Ringan,Ya,Tidak Ada,Sakit Kepala,Aman,3,Low
Perempuan,38,S1,Menikah,Hr,4,Swasta,Ya,9,1,6,6,1,10,5,6,2,4,4,2,3,Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,2,Medium
Laki-laki,31,S1,Menikah,Engineering,2,BUMN,Ya,9,0,7,6,3,9,3,7,10,7,7,2,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,2,Low
Perempuan,26,S1,Belum Menikah,Operations,4,Swasta,Hybrid,10,4,3,2,2,8,9,4,5,6,2,4,4,Berat,Tidak,Kecemasan,Nyeri Punggung,Tidak Aman,4,High
Laki-laki,27,S1,Menikah,Data,1,Freelance,Ya,9,0,6,6,3,11,3,8,8,6,7,1,1,Ringan,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,1,Low
Perempuan,29,S1,Belum Menikah,Marketing,7,Freelance,Hybrid,10,2,6,3,2,8,10,4,4,5,5,4,3,Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7,High
Perempuan,37,S2,Menikah,Finance,3,Swasta,Tidak,8,0,8,8,3,9,3,6,9,8,6,2,2,Ringan,Ya,Pernah Depresi,Sakit Kepala,Sangat Aman,1,Low
Laki-laki,29,S2,Belum Menikah,Finance,2,Swasta,Ya,11,3,6,3,2,7,8,4,2,3,5,5,5,Sangat Berat,Kadang,Pernah Depresi,Sakit Kepala,Tidak Aman,8,High
Laki-laki,29,S2,Belum Menikah,Operations,0,Swasta,Ya,8,0,9,7,5,7,4,8,6,9,8,3,2,Ringan,Ya,Pernah Depresi,Tidak Ada,Aman,5,Low
Perempuan,32,S1,Menikah,Product,0,BUMN,Tidak,10,14,4,3,2,8,8,1,4,4,6,5,5,Berat,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,6,High
Perempuan,23,S2,Belum Menikah,Hr,1,Swasta,Ya,9,2,7,5,3,6,4,6,5,6,6,4,3,Berat,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,29,S1,Menikah,Operations,4,Swasta,Hybrid,12,4,4,6,1,11,9,4,4,6,3,5,4,Sangat Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,8,High
Laki-laki,29,S1,Menikah,Product,6,Startup,Tidak,8,0,7,8,3,7,3,8,8,7,9,1,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1,Low
Perempuan,36,S2,Menikah,Product,1,Swasta,Ya,24,1,7,6,2,10,6,5,6,7,5,4,4,Sedang,Kadang,Tidak Ada,Nyeri Punggung,Cukup Aman,4,Medium
Perempuan,33,D3,Menikah,Marketing,0,Swasta,Tidak,12,3,5,4,7,10,10,3,4,6,4,3,3,Sedang,Tidak,Kecemasan,Kelelahan,Tidak Aman,7,High
Laki-laki,30,S2,Belum Menikah,Hr,2,BUMN,Ya,8,1,8,6,3,6,4,5,8,7,7,3,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,2,Low
Perempuan,18,S1,Belum Menikah,It,18,BUMN,Ya,13,4,5,4,0,24,9,3,3,3,4,3,5,Sangat Berat,Ya,Pernah Depresi,Sakit Kepala,Tidak Aman,7,High
Laki-laki,27,S2,Menikah,It,5,Swasta,Hybrid,8,2,8,6,2,8,7,6,6,5,5,3,1,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,2,Medium
Perempuan,25,S1,Belum Menikah,Hr,1,Startup,Ya,7,0,8,8,2,8,4,9,7,9,7,2,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,4,Low
Laki-laki,25,S1,Menikah,Hr,5,Startup,Ya,7,2,6,6,4,4,5,6,5,6,7,5,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,2,Medium
Laki-laki,26,S1,Menikah,It,4,Freelance,Tidak,24,0,7,9,3,11,4,8,9,5,7,1,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1,Low
Perempuan,23,S1,Belum Menikah,Operations,1,Startup,Ya,8,0,5,6,1,7,8,4,7,5,5,3,3,Sedang,Kadang,Pernah Depresi,Tidak Ada,Cukup Aman,6,Medium
Perempuan,25,S1,Menikah,Finance,1,BUMN,Ya,5,2,8,4,3,6,4,7,7,8,7,1,1,Sedang,Tidak,Pernah Depresi,Tidak Ada,Aman,3,Low
Perempuan,28,D3,Belum Menikah,Marketing,7,BUMN,Ya,11,3,3,3,1,8,10,2,2,4,2,4,4,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,7,High
Perempuan,29,S1,Belum Menikah,Data,1,Swasta,Ya,8,1,8,6,3,8,4,8,6,9,7,2,0,Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,2,Low
Perempuan,26,S1,Menikah,Sales,1,Swasta,Hybrid,11,4,4,5,1,8,8,4,2,6,3,5,4,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Tidak Aman,5,High
Laki-laki,18,S2,Belum Menikah,It,2,BUMN,Ya,12,3,6,3,2,7,9,1,6,6,3,5,4,Sangat Berat,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,10,High
Perempuan,31,S1,Menikah,Hr,6,Swasta,Hybrid,6,1,7,7,4,9,4,7,8,7,6,0,0,Sedang,Kadang,Tidak Ada,Tidak Ada,Aman,5,Low
Laki-laki,18,S1,Belum Menikah,Product,2,Freelance,Hybrid,7,0,8,7,5,8,5,4,8,10,6,2,0,Ringan,Kadang,Tidak Ada,Sakit Kepala,Aman,3,Low
Laki-laki,26,S2,Belum Menikah,Sales,5,BUMN,Tidak,10,2,6,5,4,6,7,8,7,5,5,4,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,5,Medium
Laki-laki,28,D3,Menikah,Engineering,1,Swasta,Ya,10,1,5,4,4,8,5,4,5,5,3,2,2,Sedang,Ya,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,28,S1,Menikah,Product,11,Freelance,Ya,7,0,7,8,4,12,2,8,8,7,4,3,2,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,1,Low
Perempuan,31,S1,Belum Menikah,Data,4,Freelance,Tidak,13,3,6,4,1,8,6,2,4,5,1,6,4,Sangat Berat,Ya,Pernah Depresi,Sakit Kepala,Tidak Aman,7,High
Laki-laki,25,S2,Menikah,Sales,2,Swasta,Tidak,10,2,7,9,2,8,6,7,6,5,8,1,4,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,6,Medium
Perempuan,29,S1,Belum Menikah,Marketing,1,BUMN,Tidak,10,1,9,8,4,7,2,6,6,7,6,2,2,Ringan,Ya,Pernah Depresi,Tidak Ada,Aman,1,Low
Laki-laki,21,S2,Belum Menikah,Product,2,Freelance,Ya,10,0,7,10,4,10,6,8,6,9,7,1,1,Ringan,Tidak,Tidak Ada,Sakit Kepala,Aman,3,Low
Laki-laki,28,S2,Belum Menikah,Data,7,Startup,Ya,11,3,6,5,1,9,8,5,3,5,3,6,5,Sangat Berat,Kadang,Pernah Depresi,Kelelahan,Cukup Aman,6,High
Laki-laki,27,S1,Belum Menikah,Engineering,6,Startup,Tidak,9,2,5,7,1,8,5,5,6,6,6,3,2,Ringan,Kadang,Pernah Depresi,Nyeri Punggung,Cukup Aman,5,Medium
Laki-laki,29,S1,Belum Menikah,Engineering,0,Startup,Ya,7,0,7,7,5,10,3,8,7,7,7,1,1,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,8,Low
Perempuan,33,S2,Belum Menikah,Sales,3,Startup,Hybrid,6,0,8,6,5,8,3,10,7,8,7,1,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3,Low
Laki-laki,33,S2,Belum Menikah,Marketing,0,Swasta,Tidak,10,2,6,6,2,11,6,5,6,8,5,3,1,Sedang,Ya,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Laki-laki,26,S1,Menikah,It,3,Swasta,Ya,13,2,4,6,0,7,10,3,2,4,2,4,5,Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,10,High
Laki-laki,29,S1,Menikah,Finance,2,BUMN,Hybrid,7,1,24,10,3,4,4,8,7,9,7,3,1,Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,2,Low
Laki-laki,38,S1,Belum Menikah,Finance,4,Swasta,Ya,12,3,5,6,2,11,9,4,3,4,1,5,5,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,6,High
Laki-laki,27,D3,Menikah,Engineering,3,Swasta,Hybrid,9,2,7,5,0,10,5,6,6,5,6,1,3,Berat,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,6,Medium
Laki-laki,21,S1,Belum Menikah,Operations,4,Startup,Ya,10,1,5,6,2,9,5,5,6,6,6,4,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,3,Medium
Laki-laki,29,S2,Menikah,Finance,1,BUMN,Ya,8,2,6,5,4,6,8,4,6,7,3,5,1,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,6,Medium
Laki-laki,36,D3,Belum Menikah,Product,3,BUMN,Tidak,12,4,5,3,2,7,8,2,3,5,4,5,6,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,4,High
Perempuan,27,S2,Belum Menikah,Sales,4,Swasta,Tidak,9,1,6,6,1,7,7,4,5,6,2,6,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,24,S1,Belum Menikah,Data,1,Startup,Ya,11,3,5,4,1,6,7,5,4,3,3,4,5,Sangat Berat,Tidak,Tidak Ada,Kelelahan,Tidak Aman,7,High
Laki-laki,34,S2,Menikah,Sales,7,Swasta,Ya,11,3,5,4,1,12,8,4,4,4,1,5,6,Berat,Tidak,Pernah Depresi,Sakit Kepala,Tidak Aman,8,High
Laki-laki,24,S1,Belum Menikah,Engineering,0,Swasta,Ya,10,1,5,5,4,12,6,7,6,6,6,4,4,Berat,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,7,Medium
Perempuan,34,S1,Belum Menikah,Sales,1,Swasta,Tidak,10,2,5,5,1,6,6,7,6,5,8,3,0,Ringan,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,4,Medium
Laki-laki,18,S1,Menikah,Engineering,2,Freelance,Hybrid,8,0,8,8,4,8,4,8,9,7,6,2,3,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3,Low
Laki-laki,23,S1,Menikah,Marketing,2,BUMN,Ya,9,2,7,5,2,9,7,8,4,6,5,3,2,Berat,Ya,Pernah Depresi,Tidak Ada,Tidak Aman,5,Medium
Perempuan,34,S1,Belum Menikah,Operations,4,Swasta,Ya,7,2,6,7,2,9,6,4,5,7,6,4,4,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,5,Medium
Perempuan,30,S2,Menikah,It,6,Freelance,Tidak,9,2,6,4,1,9,5,4,3,7,5,4,3,Sedang,Kadang,Tidak Ada,Tidak Ada,Aman,5,Medium
Perempuan,19,S2,Belum Menikah,Hr,1,Freelance,Tidak,8,2,6,5,3,7,6,5,6,5,6,2,3,Berat,Tidak,Tidak Ada,Sakit Kepala,Aman,4,Medium
Laki-laki,34,S1,Menikah,Marketing,1,BUMN,Tidak,10,2,23,4,2,9,6,4,4,8,5,3,3,Berat,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,6,Medium
Perempuan,25,S2,Belum Menikah,It,4,BUMN,Hybrid,9,3,7,5,4,8,5,3,4,5,5,1,1,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4,Medium
Perempuan,28,S1,Menikah,Sales,6,BUMN,Hybrid,10,1,7,6,2,10,6,3,7,5,4,3,3,Berat,Kadang,Pernah Depresi,Nyeri Punggung,Tidak Aman,3,Medium
Laki-laki,19,S1,Belum Menikah,Engineering,0,Swasta,Hybrid,13,2,6,4,1,7,8,3,1,4,4,3,3,Berat,Kadang,Tidak Ada,Nyeri Punggung,Cukup Aman,7,High
Perempuan,19,S2,Menikah,Product,3,Swasta,Ya,10,2,6,5,3,8,6,6,7,6,6,3,3,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,6,Medium
Perempuan,35,D3,Menikah,Marketing,1,BUMN,Tidak,11,2,6,2,0,9,10,4,5,2,3,7,5,Berat,Tidak,Kecemasan,Mata Lelah,Tidak Aman,7,High
Perempuan,30,S2,Menikah,Operations,0,Freelance,Hybrid,7,2,10,6,4,8,4,9,7,7,7,0,1,Ringan,Ya,Tidak Ada,Tidak Ada,Aman,2,Low
Perempuan,26,S1,Menikah,Operations,1,Startup,Ya,12,3,5,4,1,9,10,3,2,5,5,3,3,Sedang,Ya,Tidak Ada,Kelelahan,Tidak Aman,8,High
Perempuan,32,S2,Belum Menikah,Data,2,Swasta,Ya,12,3,4,2,0,10,7,4,6,4,4,4,4,Berat,Tidak,Kecemasan,Mata Lelah,Tidak Aman,7,High
Laki-laki,28,S2,Belum Menikah,Operations,2,BUMN,Ya,10,1,6,4,2,6,6,4,6,5,4,2,2,Ringan,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,8,Medium
Perempuan,70,S1,Belum Menikah,Operations,2,Swasta,Hybrid,10,4,5,5,2,10,8,4,6,5,3,4,4,Berat,Tidak,Tidak Ada,Kelelahan,Tidak Aman,7,High
Laki-laki,25,D3,Belum Menikah,Product,9,Freelance,Ya,9,1,8,7,3,9,3,7,6,8,8,2,2,Ringan,Ya,Tidak Ada,Tidak Ada,Sangat Aman,2,Low
Perempuan,23,S1,Belum Menikah,Finance,0,Swasta,Tidak,10,2,6,4,1,12,6,4,5,5,6,3,2,Sedang,Tidak,Pernah Depresi,Sakit Kepala,Cukup Aman,5,Medium
Laki-laki,23,S1,Menikah,Finance,1,BUMN,Tidak,6,0,24,5,5,11,5,6,7,8,6,1,1,Ringan,Tidak,Pernah Depresi,Tidak Ada,Aman,3,Low
Perempuan,23,S1,Menikah,Data,4,Startup,Tidak,12,4,4,6,2,9,8,4,6,4,6,5,6,Sedang,Ya,Tidak Ada,Kelelahan,Tidak Aman,4,High
Laki-laki,21,S2,Menikah,Engineering,2,BUMN,Ya,10,1,7,5,2,5,4,5,5,6,3,4,3,Sedang,Tidak,Tidak Ada,Nyeri Punggung,Aman,6,Medium
Laki-laki,30,S1,Belum Menikah,Hr,6,Startup,Ya,8,1,6,8,3,10,8,5,6,5,6,3,2,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,3,Medium
Perempuan,28,S2,Belum Menikah,Operations,12,BUMN,Ya,8,2,7,6,3,11,6,5,4,6,6,4,3,Berat,Ya,Pernah Depresi,Tidak Ada,Tidak Aman,4,Medium
Laki-laki,21,S2,Belum Menikah,Hr,3,BUMN,Hybrid,8,1,8,6,3,7,8,6,8,7,10,2,1,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1,Low
Laki-laki,22,S1,Belum Menikah,Sales,0,Freelance,Tidak,10,2,5,7,1,10,4,6,6,6,6,3,1,Sedang,Kadang,Tidak Ada,Sakit Kepala,Tidak Aman,5,Medium
Laki-laki,32,S1,Menikah,Operations,1,Startup,Tidak,9,2,7,6,3,6,8,7,5,7,3,2,2,Berat,Kadang,Tidak Ada,Nyeri Punggung,Cukup Aman,4,Medium
Laki-laki,39,S1,Menikah,Finance,10,Startup,Tidak,11,4,5,4,1,8,8,2,3,5,3,5,5,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,6,High
Laki-laki,38,D3,Menikah,Engineering,6,Startup,Tidak,11,2,5,3,0,7,8,5,4,6,4,3,5,Sangat Berat,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,6,High
Perempuan,23,S1,Menikah,Operations,2,Swasta,Ya,8,0,8,7,4,7,5,8,7,7,6,2,0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Sangat Aman,2,Low
